site,date,observer,transect,start_time,end_time,temp_C,wind,wind2,sky,floral_visitor_ID,MoreSpecificID,plant_visiting,num_individuals ,notes,associated_media,Cells to the right autofill; don't enter data,temp_F,month,year,temp_Crounded
La Cumbre MS,5/19/2021,Gaby,3,1339,1344,21,1,,clear,SDB,,Diplotaxis tenuifolia,1,,,Cells to the right autofill; don't enter data,70,5,2021,21
Brad,5/19/2021,Gaby,1,1403,1413,20,1,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,68,5,2021,20
Brad,5/19/2021,Gaby,2,1414,1424,20,1,,clear,HB,,Vicia faba,3,,,Cells to the right autofill; don't enter data,68,5,2021,20
Brad,5/19/2021,Gaby,2,1414,1424,20,1,,clear,HB,,Lycianthes sp.,1,,,Cells to the right autofill; don't enter data,68,5,2021,20
Brad,5/19/2021,Gaby,1,1435,1435,20,1,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,68,5,2021,20
Brad,5/19/2021,Gaby,2,1426,1446,20,1,,clear,HB,,Vicia faba,1,,,Cells to the right autofill; don't enter data,68,5,2021,20
SBBG,5/21/2021,Gaby,1,1115,1125,19,2,,clear,HB,,Eriogonum fasiculatum,13,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1115,1125,19,2,,clear,SSB,,Asclepias sp.,1,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1115,1125,19,2,,clear,Green Sweat Bee,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,2,1128,1138,19,2,,clear,SHBB,,Malva sp.,3,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,2,1128,1138,19,2,,clear,SSB,,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,2,1128,1138,19,2,,clear,HB,,Salvia azurea,3,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,2,1128,1138,19,2,,clear,SHBB,,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1140,1150,19,2,,clear,HB,,Eriogonum fasiculatum,14,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1140,1150,19,2,,clear,SSB,,Eriogonum fasiculatum,4,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1140,1150,19,2,,clear,MHBB,,Eriogonum fasiculatum,2,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1140,1150,19,2,,clear,HLB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1140,1150,19,2,,clear,HB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1140,1150,19,2,,clear,HB,,Romneya sp.,1,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,2,1152,1202,19,2,,clear,SHBB,,Malva sp.,4,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,2,1152,1202,19,2,,clear,HB,,Salvia azurea,2,,,Cells to the right autofill; don't enter data,66,5,2021,19
SBBG,5/21/2021,Gaby,2,1152,1202,19,2,,clear,SHBB,,Eriophyllum confertiflorum,2,,,Cells to the right autofill; don't enter data,66,5,2021,19
Mesa Harmony,5/1/2021,Gaby,1,1130,1140,18,0,,clear,HB,,Sedum sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1130,1140,18,0,,clear,HB,,Lavandula sp.,6,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1130,1140,18,0,,clear,HB,,Nasturtium sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1130,1140,18,0,,clear,HB,,Calendula sp.,5,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1130,1140,18,0,,clear,Fly,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1130,1140,18,0,,clear,SHBB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1142,1152,18,0,,clear,HB,,Calendula sp.,3,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1142,1152,18,0,,clear,Fly,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1142,1152,18,0,,clear,HB,,Eschscholzia californica,2,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1142,1152,18,0,,clear,SHBB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1154,1204,18,0,,clear,HB,,Sedum sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1154,1204,18,0,,clear,HB,,Calendula sp.,8,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1154,1204,18,0,,clear,HB,,Lavandula sp.,5,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1154,1204,18,0,,clear,HB,,Nasturtium sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1154,1204,18,0,,clear,HB,,Geranium sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1154,1204,18,0,,clear,Fly,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1210,1220,18,0,,clear,HB,,Calendula sp.,5,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1210,1220,18,0,,clear,HB,,Geranium sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1210,1220,18,0,,clear,HB,,Eschscholzia californica,3,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1210,1220,18,0,,clear,Fly,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1210,1220,18,0,,clear,SSB,,Squash,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1210,1220,18,0,,clear,Bumble,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,1,1334,1339,18,0,,clear,HB,,Borago officinalis,10,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,1,1334,1339,18,0,,clear,HB,,Ocimum kilimandscharicum x basilicum ,4,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,1,1334,1339,18,0,,clear,Bumble,,Borago officinalis,2,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,2,1340,1345,18,0,,clear,Bumble,,Mentha sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,2,1340,1345,18,0,,clear,Bumble,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,2,1340,1345,18,0,,clear,HB,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,3,1347,1352,18,0,,clear,HB,,Ocimum kilimandscharicum x basilicum ,11,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,3,1347,1352,18,0,,clear,HB,,Ceanothus sp.,2,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,3,1347,1352,18,0,,clear,HB,,Eschscholzia californica,4,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,4,1353,1358,18,0,,clear,HB,,Prunus ilicifolia ssp. lyonii,12,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,4,1353,1358,18,0,,clear,HB,,Sedum sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,4,1353,1358,18,0,,clear,SSB,,Cudweed,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,4,1353,1358,18,0,,clear,Fly,,Cudweed,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,1,1404,1409,18,0,,clear,Bumble,,Borago officinalis,3,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,1,1404,1409,18,0,,clear,HB,,Borago officinalis,3,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,1,1404,1409,18,0,,clear,HB,,Ocimum kilimandscharicum x basilicum ,8,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,1,1404,1409,18,0,,clear,Fly,,Borago officinalis,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,1,1404,1409,18,0,,clear,HB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,2,1410,1415,18,0,,clear,HB,,Mentha sp.,2,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,2,1410,1415,18,0,,clear,HB,,Salvia canariensis,2,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,2,1410,1415,18,0,,clear,Bumble,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,2,1410,1415,18,0,,clear,Fly,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,3,1417,1422,18,0,,clear,HB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,3,1417,1422,18,0,,clear,HB,,Ocimum kilimandscharicum x basilicum ,14,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,3,1417,1422,18,0,,clear,HB,,Ceanothus sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,4,1423,1428,18,0,,clear,HB,,Prunus ilicifolia ssp. lyonii,8,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,4,1423,1428,18,0,,clear,HB,,Sedum sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
SBCC,5/26/2021,Gaby,4,1423,1428,18,0,,clear,Fly,,Cudweed,2,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,1,1422,1430,18,0,,clear,HB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,1,1422,1430,18,0,,clear,HB,,Centaurea cyanus,5,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,1,1422,1430,18,0,,clear,HB,,Unkown Purple,3,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,1,1422,1430,18,0,,clear,SSB,,Unkown Purple,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,2,1431,1438,18,0,,clear,HB,,Salvia sp.,4,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,2,1431,1438,18,0,,clear,HB,,Tagetes sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,2,1431,1438,18,0,,clear,HB,,Diplotaxis tenuifolia,3,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,2,1431,1438,18,0,,clear,HB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,2,1431,1438,18,0,,clear,HB,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,2,1431,1438,18,0,,clear,HLB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,2,1431,1438,18,0,,clear,SDB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,3,1439,1444,18,0,,clear,HB,,Diplotaxis tenuifolia,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,3,1439,1444,18,0,,clear,HB,,Ocimum kilimandscharicum x basilicum ,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,1,1425,1453,18,0,,clear,Green Sweat Bee,,Centaurea cyanus,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,1,1425,1453,18,0,,clear,HB,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,2,1454,1501,18,0,,clear,HB,,Salvia sp.,3,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,2,1454,1501,18,0,,clear,HB,,Diplotaxis tenuifolia,2,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,2,1454,1501,18,0,,clear,SSB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,2,1454,1501,18,0,,clear,HB,,Guava,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,2,1454,1501,18,0,,clear,SSB,,Guava,1,,,Cells to the right autofill; don't enter data,64,5,2021,18
La Cumbre MS,5/27/2021,Gaby,3,1502,1507,18,0,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,64,5,2021,18
SBBG,5/28/2021,Gaby,1,1145,1155,17,0,,clear,HB,,Eriogonum fasiculatum,18,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,1,1145,1155,17,0,,clear,Fly,,Eriogonum fasiculatum,2,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,1,1145,1155,17,0,,clear,HB,,Asclepias sp.,1,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,1,1145,1155,17,0,,clear,SHBB,,Asclepias sp.,1,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,2,1157,1207,17,0,,clear,HLB,,Malva sp.,3,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,2,1157,1207,17,0,,clear,SSB,,Malva sp.,2,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,2,1157,1207,17,0,,clear,SHBB,,Malva sp.,2,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,2,1157,1207,17,0,,clear,Green Sweat Bee,,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,2,1157,1207,17,0,,clear,HB,,Salvia azurea,2,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,2,1157,1207,17,0,,clear,SSB,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,1,1211,1221,17,0,,clear,HB,,Eriogonum fasiculatum,21,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,1,1211,1221,17,0,,clear,SDB,,Eriogonum fasiculatum,2,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,1,1211,1221,17,0,,clear,SSB,,Eriogonum fasiculatum,3,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,1,1211,1221,17,0,,clear,Green Sweat Bee,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,2,1223,1233,17,0,,clear,SHBB,,Malva sp.,4,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,2,1223,1233,17,0,,clear,MHBB,,Malva sp.,1,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,2,1223,1233,17,0,,clear,SSB,,Malva sp.,2,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,2,1223,1233,17,0,,clear,SSB,,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,2,1223,1233,17,0,,clear,HB,,Salvia azurea,3,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,2,1223,1233,17,0,,clear,HB,,Eriogonum fasiculatum,2,,,Cells to the right autofill; don't enter data,63,5,2021,17
SBBG,5/28/2021,Gaby,2,1223,1233,17,0,,clear,HLB,,Malva sp.,2,,,Cells to the right autofill; don't enter data,63,5,2021,17
Brad,5/28/2021,Gaby,1,1311,1321,17,1,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,63,5,2021,17
Brad,5/28/2021,Gaby,2,1321,1331,17,1,,clear,Green Sweat Bee,,Achillea sp.,1,,,Cells to the right autofill; don't enter data,63,5,2021,17
Brad,5/28/2021,Gaby,2,1321,1331,17,1,,clear,Fly,,Achillea sp.,1,,,Cells to the right autofill; don't enter data,63,5,2021,17
Brad,5/28/2021,Gaby,2,1321,1331,17,1,,clear,SSB,,Achillea sp.,1,,,Cells to the right autofill; don't enter data,63,5,2021,17
Brad,5/28/2021,Gaby,1,1333,1343,17,1,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,63,5,2021,17
Brad,5/28/2021,Gaby,2,1344,1354,17,1,,clear,SSB,,Achillea sp.,1,,,Cells to the right autofill; don't enter data,63,5,2021,17
Brad,5/28/2021,Gaby,2,1344,1354,17,1,,clear,Fly,,Achillea sp.,1,,,Cells to the right autofill; don't enter data,63,5,2021,17
Mesa Harmony,6/9/2021,Gaby,1,1328,1338,21,2,,clear,HB,,Lavandula sp.,5,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,1,1328,1338,21,2,,clear,HB,,Calendula sp.,3,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,2,1339,1349,21,2,,clear,Fly,,Geranium sp.,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,2,1339,1349,21,2,,clear,Bumble,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,2,1339,1349,21,2,,clear,HB,,Eschscholzia californica,2,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,2,1339,1349,21,2,,clear,HB,,Geranium sp.,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,2,1339,1349,21,2,,clear,HB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,2,1339,1349,21,2,,clear,HB,,Squash,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,2,1339,1349,21,2,,clear,Fly,,Squash,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,1,1351,1401,21,2,,clear,HB,,Lavandula sp.,6,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,1,1351,1401,21,2,,clear,HB,,Nasturtium sp.,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,1,1351,1401,21,2,,clear,HLB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,1,1351,1401,21,2,,clear,HB,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,2,1402,1412,21,2,,clear,Fly,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,2,1402,1412,21,2,,clear,HB,,Eschscholzia californica,2,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,2,1402,1412,21,2,,clear,HB,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,70,6,2021,21
Mesa Harmony,6/9/2021,Gaby,2,1402,1412,21,2,,clear,Fly,,Squash,2,,,Cells to the right autofill; don't enter data,70,6,2021,21
La Cumbre MS,6/10/2021,Gaby,1,1149,1156,22,1,,clear,HB,,Tagetes sp.,2,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,1,1149,1156,22,1,,clear,HB,,Centaurea cyanus,7,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,1,1149,1156,22,1,,clear,HB,,Cosmos,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,1,1149,1156,22,1,,clear,HB,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,2,1157,1205,22,1,,clear,HB,,Salvia sp.,4,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,2,1157,1205,22,1,,clear,Fly,,Tagetes sp.,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,2,1157,1205,22,1,,clear,HB,,Primula sp.,3,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,2,1157,1205,22,1,,clear,HB,,Diplotaxis tenuifolia,6,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,2,1157,1205,22,1,,clear,Fly,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,2,1157,1205,22,1,,clear,SSB,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,2,1157,1205,22,1,,clear,HB,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,2,1157,1205,22,1,,clear,HB,,Passiflora sp.,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,3,1207,1212,22,1,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,1,1215,1222,22,1,,clear,Fly,,Tagetes sp.,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,1,1215,1222,22,1,,clear,HB,,Tagetes sp.,2,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,1,1215,1222,22,1,,clear,SSB,,Tagetes sp.,2,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,1,1215,1222,22,1,,clear,HB,,Centaurea cyanus,6,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,1,1215,1222,22,1,,clear,Fly,,Centaurea cyanus,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,1,1215,1222,22,1,,clear,HB,,Cosmos,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,2,1223,1231,22,1,,clear,HB,,Salvia sp.,3,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,2,1223,1231,22,1,,clear,HB,,Tagetes sp.,2,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,2,1223,1231,22,1,,clear,HB,,Diplotaxis tenuifolia,4,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,2,1223,1231,22,1,,clear,HB,,Calendula sp.,3,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,2,1223,1231,22,1,,clear,Fly,,Guava,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
La Cumbre MS,6/10/2021,Gaby,3,1235,1240,22,1,,clear,HB,,Diplotaxis tenuifolia,1,,,Cells to the right autofill; don't enter data,72,6,2021,22
SBBG,6/11/2021,Gaby,1,934,944,21,1,,clear,HB,,Eriogonum fasiculatum,13,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,1,934,944,21,1,,clear,Fly,,Eriogonum fasiculatum,4,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,1,934,944,21,1,,clear,SDB,,Eriogonum fasiculatum,5,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,1,934,944,21,1,,clear,SSB,,Eriogonum fasiculatum,2,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,2,945,955,21,1,,clear,HB,,Malva sp.,2,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,2,945,955,21,1,,clear,HLB,,Malva sp.,3,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,2,945,955,21,1,,clear,HB,,Salvia azurea,5,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,2,945,955,21,1,,clear,HB,,Eriogonum fasiculatum,2,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,2,945,955,21,1,,clear,SDB,,Eriogonum fasiculatum,1,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,1,956,1006,21,1,,clear,HB,,Eriogonum fasiculatum,15,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,1,956,1006,21,1,,clear,Fly,,Eriogonum fasiculatum,3,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,1,956,1006,21,1,,clear,SDB,,Eriogonum fasiculatum,5,,,Cells to the right autofill; don't enter data,70,6,2021,21
SBBG,6/11/2021,Gaby,1,956,1006,21,1,,clear,SSB,,Eriogonum fasiculatum,4,,,Cells to the right autofill; don't enter data,70,6,2021,21
